,crash_type,report_made,date_time,case_number,district,location,road_type,ticket_arrest,citation_to,biker_gender,biker_city_of_residence,biker_zip_code,driver_gender,driver_city_res,driver_zip_code,injury_to_biker,level_of_injury_to_biker,biker_to_hospital,location_1,count,:@computed_region_jitf_9zyt,:@computed_region_dysk_fpxp,ped_age,ped_gender,ped_city_res,ped_zip_code,injury_to_pedestrian,level_of_injury_to_ped,pedestrian_to_hospital,lanes_of_traffic,signal_present,speed_limit,synopsis,driver_age,biker_age
570,Pedestrian,Yes,2018-06-23T10:36:00.000,18-137054,Central District,4 St E & Sibley St,Private,No,None,,,,Male,Orono,55364,,,,"{'latitude': '44.947935', 'longitude': '-93.087366'}",1,12,5,34,Male,St. Paul,55101,Yes,Possible Injury,No,Parking Lot,No,10,"Vehicle was driving in the parking turn around area of Union Depot to set up for an event.  Driver backed into pedestrian, slow speed, minor injury.",61,
571,Bike,Yes,2017-05-14T13:12:00.000,17-107904,Central District,Winifred St W & Winslow,Municipal State Aid,No,None,Male,St. Paul,55107,Male,St. Paul,55107,Yes,Possible Injury,Yes,"{'latitude': '44.93138624', 'longitude': '-93.0896092'}",1,7,5,,,,,,,,2,Stop Sign,30,"Vehicle was WB on Winslow driving straight through the intersection of Winslow.  Bike was NB Winslow riding in the street, down hill.  Bike failed to stop for stop sign and struck vehicle.  Bike may have had a malfunction with the brakes.  Biker transported to hospital for non-life threatening injuries.",48,14
572,Bike,Yes,2016-10-31T16:52:00.000,16-224531,Eastern District,720 Iowa Ave E,City Street,No,None,Male,St. Paul,55106,Male,St. Paul,55106,No,None,No,"{'latitude': '44.989078', 'longitude': '-93.070313'}",1,13,1,,,,,,,,2,No,30,Biker turned  into vehicle,43,
573,Pedestrian,Yes,2016-12-20T17:16:00.000,16-259930,Western District,Blair Ave & St. Albans,City Street,No,None,,,,Female,St. Paul,55104,,,,"{'latitude': '44.961152', 'longitude': '-93.128915'}",1,10,7,12,Male,St. Paul,55104,Yes,Possible Injury,Yes,2,No,30,"School bus dropped off a 12-year-old boy near here without deploying its stop arm.  The boy crossed the street in front of the bus without looking and was side-swiped by a car causing an ankle injury for which he was transported to the hospital.  The injury appeared minor.  Photographs taken, medical release signed.",32,
574,Pedestrian,Yes,2016-04-22T13:50:00.000,16-077029,Central District,Rice St & Maryland,,No,None,,,,Male,St. Paul,55106,,,,"{'latitude': '44.977385', 'longitude': '-93.105921'}",1,3,3,69,Male,St. Paul,55117,Yes,Suspected Minor Injury,Yes,,,,,67,
575,Bike,Yes,2016-05-05T16:47:00.000,16-086896,Western District,Hamline Ave N & Lafond,City Street,No,None,Male,Minneapolis,55413,Male,St. Paul,55103,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.960229', 'longitude': '-93.156831'}",1,4,4,,,,,,,,,,,,41,76
576,Pedestrian,Yes,2016-09-02T13:51:00.000,16-178115,Western District,Arcade St & Neid,State - Trunk Highway,Yes,Driver,,,,Male,St. Paul,55106,,,,"{'latitude': '44.96720196', 'longitude': '-93.06603974'}",1,13,1,44,Female,St. Paul,55130,Yes,Possible Injury,Yes,3,Yes,30,,64,
577,Pedestrian,Yes,2018-03-21T19:19:00.000,18-058458,Western District,Albert St N & University Ave W,County - State Aid Highway,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.95579491', 'longitude': '-93.15941939'}",1,4,4,88,Male,St. Paul,55107,Yes,Suspected Minor Injury,Yes,4,No,30,"Pedestrian was crossing University at Albert.  One vehicle stopped, but the other did not, striking the pedestrian. Vehicle fled the scene.",,
578,Bike,Yes,2016-08-17T07:35:00.000,16-164900,Eastern District,Maryland Ave E & Kennard St,County - State Aid Highway,No,None,Male,St. Paul,55119,Female,St. Paul,55106,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.9774835', 'longitude': '-93.03012069'}",1,14,1,,,,,,,,4,No,30,,33,49
579,Bike,No,2016-08-19T08:46:00.000,16-166577,Western District,Raymond Ave & Priscilla St,Alley,Yes,Driver,Male,Falcon Heights,55108,Female,St. Paul,55108,Yes,Possible Injury,No,"{'latitude': '44.976571', 'longitude': '-93.190874'}",1,1,4,,,,,,,,2,No,30,,43,33
580,Pedestrian,Yes,2017-01-19T16:49:00.000,17-013346,Western District,St. Clair Ave & Davern Street,Munincipal State Aid,No,None,,,,Female,St. Paul,55105,,,,"{'latitude': '44.93424495', 'longitude': '-93.1722259'}",1,5,6,13,Male,St. Paul,55105,Yes,Suspected Minor Injury,Yes,2,No,30,"Vehicle was EB St Clair, approaching Davern.  13 y/o pedestrian darted out between parked cars and was going to run across the street, not at intersection or crosswalk.  Vehicle struck Pedestrian.  Pedestrian admitted to running out into street without looking for vehicles.  No citations issued due to age of pedestrian.",41,
581,Bike,Yes,2017-06-13T17:56:00.000,17-135479,Central District,Victoria St S & Armstrong,City,No,Driver,Male,St. Paul,55102,Male,St. Paul,55102,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.9250425', 'longitude': '-93.13637541'}",1,11,5,,,,,,,,2,Stop Sign,30,14 y/o biker failed to stop for a stop sign and was struck by vehicle.  No citations issued.,32,14
582,Pedestrian,Yes,2016-02-02T22:34:00.000,16-021626,Eastern District,Arcade Street & Maryland Ave,,No,,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.977522', 'longitude': '-93.065967'}",1,13,1,19,Female,Roseville,55113,Yes,Suspected Minor Injury,No,,,,,,
583,Pedestrian,Yes,2017-10-30T17:34:00.000,17-254651,Western District,University Ave W & Pascal St N,City,Yes,Pedestrian,,,,Male,Cottage Grove,55016,,,,"{'latitude': '44.95549689', 'longitude': '-93.16194109'}",1,17,7,24,Male,St. Paul,55101,Yes,Possible Injury,Yes,4,Yes,30,Driver was SB Pascal at University.  Pedestrian claimed to be struck by driver at the corner.  Witness and video evidence shows that pedestrian intentionally walked into vehicle and attempted to make it look like a pedestrian crash.,59,
584,Bike,Yes,2017-03-31T08:02:00.000,17-069288,Central District,Jackson St N & Shepard Rd,County - State Aid Highway,Yes,Biker,Male,Lino Lakes,55014,Male,St. Paul,55119,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.94548661', 'longitude': '-93.08664377'}",1,12,5,,,,,,,,5,Yes,40,"Vehicle was WB on Shepard at Jackson with a green light.  Bicycle was SB Jackson with a red light.  Bicycle failed to obey the red light, entered the intersection, and was struck by the vehicle.  Witnesses confirmed the driver had the right of way.  Bicyclist had suspected minor injury and was cited for the traffic violation.",40,38
585,Pedestrian,Yes,2018-06-04T07:25:00.000,18-119905,Central District,9th St E & Wacouta,Municiapl State Aid,Yes,Driver,,,,Female,Lino Lakes,55038,,,,"{'latitude': '44.953229', 'longitude': '-93.090512'}",1,12,5,57,Female,St. Paul,55106,Yes,Suspected Minor Injury,Yes,2,Yes,30,Driver was SB Wacouta making left to EB 9th.  Ped was crossing in crosswalk.  Driver strck ped.  Driver cited.,52,
586,Bike,Yes,2017-08-04T13:48:00.000,17-181963,Central District,Lexington Pkwy S & Randolph,County - State Aid Highway,No,None,Male,Saint Paul Park,55071,ma,St. Paul,55104,Yes,Suspected Minor Injury,No,"{'latitude': '44.92681197', 'longitude': '-93.1467597'}",1,6,6,,,,,,,,3,Yes,30,"Driver EB Randolph, making right turn to SB Lexington.  Biker EB Randolph going straight in right turn lane.",40,27
587,Pedestrian,Yes,2017-07-02T17:52:00.000,17-151737,Central District,Jackson St N & Wheelock Pkwy,Parking Lot,Yes,Driver,,,,Female,St. Paul,55117,,,,"{'latitude': '44.9907255', 'longitude': '-93.0964868'}",1,3,3,14,Female,Blaine,55434,Yes,Suspected Minor Injury,Yes,Private,No,10,14 y/o unlicensed driver claimed she was practicing driving when she backed over another person.  When police arrived the vehicle was gone and the driver said she did not know whose car it was nor where it went.  Driver was cited.,13,
588,Pedestrian,Yes,2016-07-03T18:48:00.000,16-133848,Central District,407 Front Ave,Municipal Aid Street,No,None,,,,Female,Minneapolis,55418,,,,"{'latitude': '44.970328', 'longitude': '-93.11732'}",1,3,3,8,Male,Maplewood,55119,Yes,Suspected Serious Injury,Yes,2,No,30,,19,
589,Pedestrian,Yes,2017-02-02T12:09:00.000,17-023506,Eastern District,2109 Old Hudson Road,Private,Yes,Driver,,,,Female,Richfield,55423,,,,"{'latitude': '44.94005423', 'longitude': '-93.14656539'}",1,8,5,59,Male,St. Paul,55106,Yes,Possible Injury,No,0,No,10,Private Security vehicle struck a pedestrian in the parking lot of Sunray near the transit hub.  Driver stated she did not know where the pedestrian came from or how the crash happened.,71,
590,Pedestrian,Yes,2017-07-05T21:37:00.000,17-154801,Eastern District,Maryland Ave E & Herbert,County - State Aid,No,None,,,,Female,St. Paul,55106,,,,"{'latitude': '44.97752833', 'longitude': '-93.03165763'}",1,14,1,18,Female,St. Paul,55106,Yes,Possible Injury,Yes,4,No,30,Pedestrian was crossing in marked crosswalk.  Driver wb WB Maryland and admitted not looking at the roadway when she struck the pedestrian.  Investigation is on-going.,63,
591,Pedestrian,Yes,2017-10-19T10:21:00.000,17-246370,Western District,University Ave W & Pascal St N,Parking Lot,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.95214968', 'longitude': '-93.16197767'}",1,17,7,53,Male,St. Paul,55103,No,None,No,Private,No,10,Vehicle was driving fast in parking lot and struck a pedestrian.  Vehicle fled.,,
592,Pedestrian,Yes,2017-03-14T18:49:00.000,17-055556,Eastern District,Prosperity & Rose Ave,City,No,None,,,,Male,St. Paul,55119,,,,"{'latitude': '44.97650537', 'longitude': '-93.04263428'}",1,14,1,23,Male,St. Paul,55119,Yes,Suspected Minor Injury,Yes,3,No,30,"Vehicle was travelling WB on Rose.  Driver states his vision was obscured by the sun and did not see the pedestrian.  Pedestrian was crossing Rose, undetermined if in an unmarked crosswalk or not.",45,
593,Pedestrian,Yes,2018-01-29T10:47:00.000,18-019826,Central District,Maryland Ave W & Rice St,County - State Aid Highway,Yes,Driver,,,,Male,St. Paul,55119,,,,"{'latitude': '44.97741694', 'longitude': '-93.10589558'}",1,3,3,50,Male,St. Paul,55117,Yes,Suspected Minor Injury,Yes,4,Yes,30,"Driver was SB Rice and made a left to go EB Maryland, striking a pedestrian that was legally crossing the street in the crosswalk.  The driver was cited for failure to yield to a pedestrian.",43,
594,Bike,Yes,2017-09-19T16:20:00.000,17-221836,Eastern District,Johnson Pkwy & Magnolia,City,Yes,Driver,Male,Maplewood,55119,Female,St. Paul,55106,Yes,Suspected Minor Injury,No,"{'latitude': '44.97518155', 'longitude': '-93.04590741'}",1,13,1,,,,,,,,2,No,30,"V1 turning left onto Magnolia Avenue from Johnson Parkway struck V2 crossing Magnolia Avenue E southbound on Johnson Parkway. V1 was cited for failure to yield, V2 was not transported by medics refused medical service.",56,76
595,Bike,Yes,2016-03-11T17:58:00.000,16-047340,Eastern District,Arlington Ave E & Hazelwood,,Yes,Driver,Male,St. Paul,55106,Male,Maplewood,55119,Yes,Suspected Minor Injury,No,"{'latitude': '44.98477735', 'longitude': '-93.03541712'}",1,14,1,,,,,,,,,,,,49,15
596,Bike,Yes,2018-07-02T11:10:00.000,18-145174,Western District,Snelling Ave N & Hewitt,State - Trunk Highway,No,None,Male,St. Paul,55104,Male,Brooklyn Park,55443,Yes,Possible Injury,No,"{'latitude': '44.96645227', 'longitude': '-93.16686358'}",1,4,4,,,,,,,,4,Yes,30,"Driver was WB Hewitt, making right turn to NB Snelling.  Biker SB on sidewalk, rode into vehicle.",24,63
597,Pedestrian,Yes,2017-01-30T07:00:00.000,17-021099,Western District,Lexington Pkwy & Marshall Ave,County - State Aid Highway,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.94847626', 'longitude': '-93.1464862'}",1,9,7,17,Male,St. Paul,55104,Yes,Possible Injury,Yes,5,Yes,30,Vehicle was EB Marshall and made a left turn to NB Lexington.  Pedestrian was walking WB in the N X-walk.  The vehicle turned left and struck the pedestrian and then fled the scene without stopping.  The pedestrian had a knee injury and was transported to the hospital.  The investigation is on-going. (SRTS),,
598,Bike,Yes,2018-05-15T15:50:00.000,18-102558,Western District,Snelling Ave N & Marshall St,Private,No,None,Female,St. Paul,55104,Female,Mahtomedi,55115,Yes,Suspected Minor Injury,No,"{'latitude': '44.94830106', 'longitude': '-93.16682883'}",1,17,7,,,,,,,,0,No,10,Driver was exiting Starbucks Paring lot.  Biker was riding on sidewalk.  Driver struck biker.,37,19
599,Pedestrian,Yes,2018-02-11T14:29:00.000,18-029869,Western District,Cleveland Ave S & Ford Pkwy,County - State Aid Highway,No,None,,,,Male,St. Paul,555116,,,,"{'latitude': '44.91746734', 'longitude': '-93.18715677'}",1,6,6,16,Female,Minneapolis,55406,Yes,Suspected Minor Injury,Yes,4,Yes,30,"Pedestrian stepped out from between cars and walked into the side of a vehicle that was NB on Cleveland south of Ford.  The driver swerved to avoid the crash, but the right mirror struck the pedestrian.",49,
600,Pedestrian,Yes,2017-12-10T18:54:00.000,17-284293,Eastern District,Maryland Ave E & Hazelwod St,County - State Aid Highway,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.979901', 'longitude': '-93.035282'}",1,14,1,23,Male,St. Paul,55119,Yes,Suspected Minor Injury,Yes,4,Yes,30,Pedestrian exited metro transit bus and then crossed roadway and was struck by vehicle.  Striking vehicle fled scene without stopping.  Investigation was unable to locate any more info or vehicle/driver.,,
601,Bike,Yes,2016-07-30T14:10:00.000,16-151551,Western District,Como Ave & Lexington Pkwy N,County - State Aid Highway,Yes,Driver,Female,St. Paul,55104,Female,St. Louis Park,55416,No,None,No,"{'latitude': '44.977436', 'longitude': '-93.146635'}",1,2,3,,,,,,,,3,Yes,30,,32,21
602,Pedesrian,Yes,2017-11-16T22:15:00.000,17-267447,Central District,Smith Ave N & Kellogg Blvd,Municipal State Aid,No,None,,,,Male,Welch,55089,,,,"{'latitude': '44.94510729', 'longitude': '-93.10416596'}",1,11,5,48,Male,Lakeville,55044,No,None,No,4,No,30,"Vehicle was traveling south on Smith from Kellogg. Ped was crossing from the south side of Smith to the north, mid block not at a cross walk, and crossing through stopped traffic. Veh and Ped did not see each other and crashed.  Ped  received no apparent injury. Veh had a broken windshield and driver's side mirror. No citation was issued at this time. No medical assistance was requested.",20,
603,Bike,Yes,2016-01-25T09:43:00.000,16-015669,Western District,Kent St & Summit,,Yes,Driver,Male,St. Paul,55106,Female,Woodbury,55129,Yes,Suspected Minor Injury,No,"{'latitude': '44.9412699', 'longitude': '-93.1236959'}",1,8,5,,,,,,,,,,,,33,41
604,Pedestrian,Yes,2018-06-14T13:34:00.000,18-128867,Central District,State St & Florida St E,Private,No,None,,,,Male,St. Paul,55106,,,,"{'latitude': '44.93694986', 'longitude': '-93.07687518'}",1,7,5,56,Male,Woodbury,55129,Yes,Suspected Serious Injury,Yes,Parking Lot,No,10,"Vehicle was backing out of a parking lot at 355 State Street.  Pedestrian was on sidewalk walking.  Driver ran over pedestrian and throught he blew a tire.  Driver then pulled forward, possibly running him over again.  Very serious life threatening injuries.  Charges pending further investigation.",31,
605,Pedestrian,Yes,2016-05-11T15:02:00.000,16-091605,Central District,6th St E & Wacouta St,City Street,Yes,Driver,,,,Female,St. Paul,55116,,,,"{'latitude': '44.95039741', 'longitude': '-93.08725064'}",1,12,5,19,Female,Minneapolis,55411,Yes,Possible Injury,Yes,,,,,28,
606,Pedestrian,Yes,2016-08-16T16:53:00.000,16-164552,Eastern District,Payne Ave & Whitall,Municipal Aid Street,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.966633', 'longitude': '-93.073565'}",1,13,1,41,Female,White Bear Lake,55110,Yes,Possible Injury,No,3,No,30,,,
607,Bike,No,2017-04-22T17:05:00.000,17-088506,Western District,Selby Ave & Snelling Ave N,State - Trunk Highway,No,None,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Suspected Minor Injury,No,"{'latitude': '44.946562', 'longitude': '-93.166997'}",1,17,4,,,,,,,,4,Yes,30,"Unknown, no report.  Comments state bike was struck by vehicle and that biker did not want anything done.  Injuries were minor, to knee.",,
608,Bike,Yes,2016-12-23T16:56:00.000,16-262059,Central District,Robert St N & Fillmore St,State - Trunk Highway,No,None,Male,Minneapolis,55409,Female,St. Paul,55119,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.94387315', 'longitude': '-93.08758955'}",1,7,5,,,,,,,,5,No,30,Biker was NB on Robert going over bridge from Fillmore to Kellogg St in right lane.  Vehicle was NB Robert and struck biker from behind while looking away to adjust her heater.,23,29
609,Pedestrian,Yes,2017-06-17T17:46:00.000,17-138596,Eastern District,1540 6TH ST E,Parking Lot,No,Driver,,,,Female,St. Paul,55106,,,,"{'latitude': '44.959092', 'longitude': '-93.035599'}",1,16,2,3,Male,St. Paul,55106,Yes,FATAL,Yes,2,No,10,"Vehicle 1 lost control of the vehicle, striking the
pedestrian(small child)  and pinning him between vehicle and a large container.",38,
610,Pedestrian,Yes,2017-10-11T00:07:00.000,17-239969,Central District,7 St W & Kellogg Blvd W,State - Trunk Highway,Yes,Driver,,,,Female,Unknown,Unknown,,,,"{'latitude': '44.94461333', 'longitude': '-93.10255861'}",1,12,5,24,Female,Mayer,55360,No,None,No,5,Yes,30,"Pedestrian ran across 7th Street and was struck by turning vehicle.  Driver stopped and checked on pedestrian, but left before police arrived.",,
611,Pedestrian,Yes,2017-11-10T03:45:00.000,17-262540,Eastern District,Hazelwood St & Reaney,City,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.96405583', 'longitude': '-93.0356325'}",1,14,2,32,Male,St. Paul,55106,Yes,Suspected Serious Injury,Yes,2,No,30,"Squads sent to Regions on a Ped Crash.  Victim said he was walking home from a party. Victim said he was not certain of his location, but his best guess was the area around Reaney and Hazelwood. Victim was hit by an unknown vehicle. Victim was transported to the hospital by his girlfriend.",,
612,Pedestrian,Yes,2017-12-10T18:45:00.000,17-284280,Central District,Cesar Chavez St & Robert St S,State - Trunk Highway,Yes,Driver,,,,Female,St. Paul,55107,,,,"{'latitude': '44.93159286', 'longitude': '-93.0808313'}",1,7,5,17,Male,St. Paul,55106,Yes,Possible Injury,Yes,4,Yes,30,"Driver NB Robert, was at red light then when green made a left turn onto Cesar Chavez and struck pedestrian who was legally crossing.  Driver cited.",35,
613,Bike,Yes,2016-07-20T11:43:00.000,16-144746,Central District,7th St W & St. Clair,State - Trunk Highway,No,None,Male,St. Paul,55102,Male,Inver Grove Heights,55076,Yes,Suspected Minor Injury,No,"{'latitude': '44.934116', 'longitude': '-93.117348'}",1,11,5,,,,,,,,3,Yes,30,,62,16
614,Bike,Yes,2017-07-31T17:24:00.000,17-178179,Western District,Dayton Ave & Mackubin,City,No,None,Male,St. Paul,55104,Male,St. Paul,55102,No,None,No,"{'latitude': '44.94865559', 'longitude': '-93.12133824'}",1,9,7,,,,,,,,2,Stop Sign,30,Driver was EB Marshall behind Biker who was also EB Marshall.  Both made right run to SB Mackubin.  Biker stopped and was rear ended by Driver.,49,26
615,Bike,Yes,2016-03-22T11:19:00.000,16-055085,Eastern District,Mendota & Minnehaha,,No,None,Male,St. Paul,55106,Male,St. Paul,55106,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.96306864', 'longitude': '-93.0636114'}",1,15,1,,,,,,,,,,,,28,51
